Tracker;Operation on;Type;Occurrences
8;SET_INDEXED;org.graalvm.compiler.nodes.GuardNode;826
8;SET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;696
8;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;81
8;SET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;24324
8;ADD_OBJ;org.graalvm.collections.list.statistics.NoObject;902660
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualBoxingNode;4
8;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;177
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;20
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;35091
8;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;1601
8;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;237
8;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;760
8;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;226541
8;GET_INDEXED;org.graalvm.compiler.nodes.StartNode;14982
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;324
8;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;573
8;GET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;94
8;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;39
8;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;10146
8;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;105
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;33887
8;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;14566
8;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;19799
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;6813
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;64
8;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;2107
8;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;48977
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;318
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;12
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;99
8;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;7013
8;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;727
9;SET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;344
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualBoxingNode;17
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;323
9;SET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;2812
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;86
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;9961
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;20951
9;SET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;5326
9;SET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;51
9;SET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;800
9;SET_INDEXED;org.graalvm.compiler.nodes.StartNode;38938
9;SET_INDEXED;org.graalvm.collections.list.statistics.NoObject;4373
9;SET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;717
9;SET_INDEXED;org.graalvm.compiler.nodes.PiNode;63640
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;1430
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;749
9;SET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;11
9;SET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;593
9;SET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;710
9;SET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;86864
9;SET_INDEXED;org.graalvm.compiler.nodes.MergeNode;45965
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;1124
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;83235
9;SET_INDEXED;org.graalvm.compiler.nodes.FrameState;278334
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;503
9;SET_INDEXED;org.graalvm.compiler.nodes.BeginNode;239322
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;31640
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;3551
9;SET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;30930
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;3085
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;1426
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;76358
9;SET_INDEXED;org.graalvm.compiler.nodes.IfNode;107126
9;SET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;76136
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;21
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;3085
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;164
9;SET_INDEXED;org.graalvm.compiler.nodes.GuardNode;37035
9;SET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;1316
9;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;2890
9;SET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;103129
9;ADD_OBJ;org.graalvm.collections.list.statistics.NoObject;902660
9;GET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;151
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualBoxingNode;13
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;245
9;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;2614
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;66
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;3307
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;20302
9;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;4424
9;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;30
9;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;469
9;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;278812
9;GET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;402
9;GET_INDEXED;org.graalvm.compiler.nodes.PiNode;51888
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;1098
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;402
9;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;247
9;GET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;646
9;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;33090
9;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;48146
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;398
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;59663
9;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;238056
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;242
9;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;214500
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;25631
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;1177
9;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;28865
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;713
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;1358
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;75036
9;GET_INDEXED;org.graalvm.compiler.nodes.IfNode;92031
9;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;37023
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;713
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;64
9;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;35387
9;GET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;620
9;GET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;2809
9;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;78853
10;ADD_OBJ;jdk.vm.ci.hotspot.HotSpotResolvedJavaMethodImpl;32795
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl;98
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl$FlatTimer;98
14;ADD_OBJ;org.graalvm.compiler.hotspot.HotSpotDataBuilder$1;585
14;ADD_OBJ;org.graalvm.compiler.code.DataSection$SerializableData;60
15;ADD_OBJ;jdk.vm.ci.code.site.Infopoint;10841
15;ADD_OBJ;jdk.vm.ci.code.site.Call;20206
16;ADD_OBJ;org.graalvm.compiler.code.SourceMapping;52
17;ADD_OBJ;jdk.vm.ci.code.site.DataPatch;16230
18;ADD_OBJ;jdk.vm.ci.code.site.ExceptionHandler;56
19;ADD_OBJ;jdk.vm.ci.code.site.Mark;13597
20;ADD_OBJ;org.graalvm.compiler.lir.ControlFlowOptimizer;928
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.SaveCalleeSaveRegisters;928
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.MarkBasePointersPhase;928
20;ADD_OBJ;org.graalvm.compiler.lir.NullCheckOptimizer;928
20;ADD_OBJ;org.graalvm.compiler.lir.stackslotalloc.LSStackSlotAllocator;928
20;ADD_OBJ;org.graalvm.compiler.lir.EdgeMoveOptimizer;928
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.LocationMarkerPhase;928
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.lsra.LinearScanPhase;928
20;ADD_OBJ;org.graalvm.compiler.lir.amd64.phases.StackMoveOptimizationPhase;928
20;ADD_OBJ;org.graalvm.compiler.lir.constopt.ConstantLoadOptimization;928
20;ADD_OBJ;org.graalvm.compiler.lir.RedundantMoveElimination;928
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$BciBlock;254114
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;25053
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$BciBlock;174482
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;166
23;ADD_OBJ;org.graalvm.compiler.nodes.cfg.HIRLoop;27068
24;ADD_OBJ;org.graalvm.compiler.nodes.java.InstanceOfDynamicNode;2069
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRLocalNode;560
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopBeginNode;12311
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.WriteNode;66434
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64CountLeadingZerosNode;66
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.OrNode;9586
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.MaterializedObjectState;5389
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewInstanceNode;2555
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreIndexedNode;2833
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotIndirectCallTargetNode;5371
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.XorNode;5467
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.RawStoreNode;17
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.DeoptimizeCallerNode;50
24;ADD_OBJ;org.graalvm.compiler.nodes.ReturnNode;20264
24;ADD_OBJ;org.graalvm.compiler.nodes.MergeNode;80126
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.PatchReturnAddressNode;7
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.JumpToExceptionHandlerNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;1888
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ClassIsAssignableFromNode;18
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AndNode;16975
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MethodCallTargetNode;19452
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.HubGetClassNode;35
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewArrayNode;2013
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopEndNode;13441
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaReadNode;370
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatEqualsNode;680
24;ADD_OBJ;org.graalvm.compiler.nodes.BeginNode;454753
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StateSplitProxyNode;8663
24;ADD_OBJ;org.graalvm.compiler.core.amd64.AMD64AddressNode;55042
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyCallNode;991
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.LeftShiftNode;19850
24;ADD_OBJ;org.graalvm.compiler.nodes.IfNode;230568
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.ReadNode;72893
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.BytecodeExceptionNode;30
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerTestNode;10806
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;5881
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.PointerEqualsNode;37845
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ValueAnchorNode;5289
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64RoundNode;18
24;ADD_OBJ;org.graalvm.compiler.nodes.ShortCircuitOrNode;5309
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.IdentityHashCodeNode;29
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.VirtualObjectState;22708
24;ADD_OBJ;org.graalvm.compiler.nodes.java.DynamicNewArrayNode;113
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NarrowNode;2002
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignExtendNode;5045
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.RightShiftNode;3790
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerLessThanNode;44254
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.BeginLockScopeNode;1422
24;ADD_OBJ;org.graalvm.compiler.nodes.SafepointNode;3060
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.address.OffsetAddressNode;189785
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedDivNode;305
24;ADD_OBJ;org.graalvm.compiler.nodes.PiNode;165669
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ExceptionObjectNode;394
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubStartNode;66
24;ADD_OBJ;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;3533
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.ArrayEqualsNode;3863
24;ADD_OBJ;org.graalvm.compiler.hotspot.word.PointerCastNode;1563
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.GetObjectAddressNode;940
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.RawLoadNode;773
24;ADD_OBJ;org.graalvm.compiler.nodes.UnwindNode;274
24;ADD_OBJ;org.graalvm.compiler.word.WordCastNode;9889
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.EndLockScopeNode;2896
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ClassGetHubNode;10
24;ADD_OBJ;org.graalvm.compiler.nodes.java.UnsafeCompareAndSwapNode;53
24;ADD_OBJ;org.graalvm.compiler.nodes.FrameState;346333
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.CheckcastArrayCopyCallNode;2
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadFieldNode;66777
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ArrayLengthNode;6310
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreFieldNode;15847
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyNode;641
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IsNullNode;142876
24;ADD_OBJ;org.graalvm.compiler.nodes.java.AtomicReadAndAddNode;20
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerEqualsNode;68648
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;887
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode;344
24;ADD_OBJ;org.graalvm.compiler.nodes.PiNode$Placeholder;21
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ObjectCloneNode;12
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.MulNode;3885
24;ADD_OBJ;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;13472
24;ADD_OBJ;org.graalvm.compiler.nodes.PrefetchAllocateNode;4301
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ZeroExtendNode;22061
24;ADD_OBJ;org.graalvm.compiler.nodes.StartNode;8397
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.AcquiredCASLockNode;1422
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedRemNode;3472
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadMethodNode;35
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubForeignCallNode;71
24;ADD_OBJ;org.graalvm.compiler.nodes.java.InstanceOfNode;15193
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentLockNode;1448
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.ReadRegisterNode;8840
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotCompressionNode;107462
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopExitNode;78280
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyWithSlowPathNode;106
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotDirectCallTargetNode;40158
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorEnterNode;2107
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.UnboxNode;2
24;ADD_OBJ;org.graalvm.compiler.nodes.LogicConstantNode;4
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRStartNode;135
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AddNode;53680
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.GetClassNode;31
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.SerialWriteBarrier;1338
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.MemoryAnchorNode;3930
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualBoxingNode;108
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadIndexedNode;11778
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode$Placeholder;20
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaWriteNode;356
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatDivNode;135
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.BoxNode;26
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.CommitAllocationNode;6197
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.KlassLayoutHelperNode;16
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ObjectEqualsNode;6193
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.MembarNode;31303
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.BitCountNode;19
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatLessThanNode;919
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.FastAcquireBiasedLockNode;1422
24;ADD_OBJ;org.graalvm.compiler.nodes.KillingBeginNode;896
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.AllocatedObjectNode;6269
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ConditionalNode;2725
24;ADD_OBJ;org.graalvm.compiler.nodes.java.FinalFieldBarrierNode;435
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerBelowNode;31083
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64StringIndexOfNode;8
24;ADD_OBJ;org.graalvm.compiler.nodes.InvokeWithExceptionNode;562
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;11583
24;ADD_OBJ;org.graalvm.compiler.nodes.ConstantNode;119540
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StoreHubNode;42
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.NullCheckNode;2248
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NotNode;134
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NegateNode;404
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadHubNode;30444
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.ComputeObjectAddressNode;153
