Tracker;Operation on;Type;Occurrences
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;862
8;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;51
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;862
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;862
8;SET_INDEXED;org.graalvm.compiler.nodes.FrameState;14673
8;GET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;86
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;486
8;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;5622
8;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;1277
8;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;127
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;162
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualBoxingNode;4
8;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;601
8;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;1777
8;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;160628
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;6184
8;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;19795
8;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;23
8;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;62
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;21972
8;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;376
8;GET_INDEXED;org.graalvm.compiler.nodes.StartNode;12016
8;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;136
8;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;17
8;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;14397
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;10182
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;30
8;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;9117
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;89
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;51
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;27
8;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;6579
9;ADD_OBJ;org.graalvm.collections.list.statistics.NoObject;357849
9;SET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;10
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;31
9;SET_INDEXED;org.graalvm.compiler.nodes.GuardNode;16586
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;37555
9;SET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;2697
9;SET_INDEXED;org.graalvm.compiler.nodes.PiNode;25617
9;SET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;36447
9;SET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;631
9;SET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;233
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;454
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;374
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualBoxingNode;9
9;SET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;6
9;SET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;39109
9;SET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;15145
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;11899
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;294
9;SET_INDEXED;org.graalvm.collections.list.statistics.NoObject;2507
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;470
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;12378
9;SET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;29275
9;SET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;8
9;SET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;1335
9;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;957
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;4667
9;SET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;84
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;1336
9;SET_INDEXED;org.graalvm.compiler.nodes.StartNode;14676
9;SET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;895
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;6
9;SET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;245
9;SET_INDEXED;org.graalvm.compiler.nodes.IfNode;49079
9;SET_INDEXED;org.graalvm.compiler.nodes.BeginNode;115383
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;25714
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;307
9;SET_INDEXED;org.graalvm.compiler.nodes.MergeNode;25202
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;1297
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;79
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;1111
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;1111
9;SET_INDEXED;org.graalvm.compiler.nodes.FrameState;107961
9;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;15383
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;36772
9;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;1999
9;GET_INDEXED;org.graalvm.compiler.nodes.PiNode;20956
9;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;21854
9;GET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;377
9;GET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;144
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;290
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;290
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualBoxingNode;2
9;GET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;3
9;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;30539
9;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;13554
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;11363
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;153
9;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;113136
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;378
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;9619
9;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;14516
9;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;5
9;GET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;857
9;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;927
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;1721
9;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;53
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;575
9;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;729
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;3
9;GET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;133
9;GET_INDEXED;org.graalvm.compiler.nodes.IfNode;41876
9;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;101176
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;16942
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;277
9;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;16704
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;428
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;28
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;249
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;249
9;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;92372
10;ADD_OBJ;jdk.vm.ci.hotspot.HotSpotResolvedJavaMethodImpl;10272
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl;99
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl$FlatTimer;99
14;ADD_OBJ;org.graalvm.compiler.hotspot.HotSpotDataBuilder$1;515
14;ADD_OBJ;org.graalvm.compiler.code.DataSection$SerializableData;120
15;ADD_OBJ;jdk.vm.ci.code.site.Infopoint;4486
15;ADD_OBJ;jdk.vm.ci.code.site.Call;9323
16;ADD_OBJ;org.graalvm.compiler.code.SourceMapping;46
17;ADD_OBJ;jdk.vm.ci.code.site.DataPatch;6492
18;ADD_OBJ;jdk.vm.ci.code.site.ExceptionHandler;2
19;ADD_OBJ;jdk.vm.ci.code.site.Mark;7295
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.SaveCalleeSaveRegisters;739
20;ADD_OBJ;org.graalvm.compiler.lir.amd64.phases.StackMoveOptimizationPhase;739
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.lsra.LinearScanPhase;739
20;ADD_OBJ;org.graalvm.compiler.lir.constopt.ConstantLoadOptimization;739
20;ADD_OBJ;org.graalvm.compiler.lir.RedundantMoveElimination;739
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.MarkBasePointersPhase;739
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.LocationMarkerPhase;739
20;ADD_OBJ;org.graalvm.compiler.lir.ControlFlowOptimizer;739
20;ADD_OBJ;org.graalvm.compiler.lir.NullCheckOptimizer;739
20;ADD_OBJ;org.graalvm.compiler.lir.stackslotalloc.LSStackSlotAllocator;739
20;ADD_OBJ;org.graalvm.compiler.lir.EdgeMoveOptimizer;739
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;6586
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$BciBlock;110882
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;16
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$BciBlock;76386
23;ADD_OBJ;org.graalvm.compiler.nodes.cfg.HIRLoop;19525
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NotNode;645
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.ReadNode;28062
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.OrNode;7299
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadHubNode;8329
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.address.OffsetAddressNode;100383
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.UnboxNode;46
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubForeignCallNode;65
24;ADD_OBJ;org.graalvm.compiler.core.amd64.AMD64AddressNode;25997
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerEqualsNode;35169
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.AcquiredCASLockNode;466
24;ADD_OBJ;org.graalvm.compiler.nodes.InvokeWithExceptionNode;20
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.FloatingReadNode;84888
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaReadNode;265
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.IdentityHashCodeNode;107
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatConvertNode;4184
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;932
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ArrayLengthNode;2655
24;ADD_OBJ;org.graalvm.compiler.nodes.KillingBeginNode;26
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewMultiArrayNode;9
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.BoxNode;20
24;ADD_OBJ;org.graalvm.compiler.nodes.EndNode;126728
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentJavaThreadNode;86
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;12
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.BytecodeExceptionNode;6
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyCallNode;579
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.BeginLockScopeNode;466
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.BitScanForwardNode;17
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.PointerEqualsNode;10522
24;ADD_OBJ;org.graalvm.compiler.nodes.BeginNode;215806
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ConditionalNode;1799
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ForeignCallNode;3891
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64StringIndexOfNode;37
24;ADD_OBJ;org.graalvm.compiler.nodes.MergeNode;40479
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.MemoryAnchorNode;1732
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorExitNode;1997
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.VirtualObjectState;2685
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.RawStoreNode;1
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedDivNode;268
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SubNode;9542
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopEndNode;11130
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotIndirectCallTargetNode;990
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.NullCheckNode;778
24;ADD_OBJ;org.graalvm.compiler.word.WordCastNode;4472
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ZeroExtendNode;19082
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AddNode;53232
24;ADD_OBJ;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;6000
24;ADD_OBJ;org.graalvm.compiler.nodes.PiNode;70409
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ClassGetHubNode;6
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedRemNode;965
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotDirectCallTargetNode;12256
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NarrowNode;1722
24;ADD_OBJ;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;1223
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.JumpToExceptionHandlerInCallerNode;7
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.FastAcquireBiasedLockNode;466
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadFieldNode;34207
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.PatchReturnAddressNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AndNode;12111
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaWriteNode;414
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.DimensionsNode;4
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentLockNode;488
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualBoxingNode;28
24;ADD_OBJ;org.graalvm.compiler.nodes.FixedGuardNode;23908
24;ADD_OBJ;org.graalvm.compiler.nodes.DeoptimizeNode;22044
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerLessThanNode;34707
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreFieldNode;9767
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyWithSlowPathNode;41
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.WriteNode;42236
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AbsNode;127
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopExitNode;34336
24;ADD_OBJ;org.graalvm.compiler.nodes.SafepointNode;1934
24;ADD_OBJ;org.graalvm.compiler.nodes.InvokeNode;18877
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.FixedValueAnchorNode;1526
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;1926
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64FloatConvertNode;174
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.EndLockScopeNode;976
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.DeoptimizeCallerNode;44
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode;245
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.XorNode;1638
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.LeftShiftNode;17145
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.GetClassNode;12
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.KlassLayoutHelperNode;16
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotCompressionNode;36639
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorIdNode;2373
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64RoundNode;36
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubStartNode;60
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IsNullNode;44690
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.CommitAllocationNode;2560
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.SerialWriteBarrier;801
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewInstanceNode;950
24;ADD_OBJ;org.graalvm.compiler.nodes.java.FinalFieldBarrierNode;206
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.HubGetClassNode;15
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;3112
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ValueAnchorNode;2136
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StoreHubNode;50
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerTestNode;4302
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.MulNode;7691
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewArrayNode;1289
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StateSplitProxyNode;575
24;ADD_OBJ;org.graalvm.compiler.nodes.ConstantNode;82225
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SqrtNode;55
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.GetObjectAddressNode;474
24;ADD_OBJ;org.graalvm.compiler.nodes.java.DynamicNewArrayNode;41
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopBeginNode;8649
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;2881
24;ADD_OBJ;org.graalvm.compiler.nodes.StartNode;6556
24;ADD_OBJ;org.graalvm.compiler.nodes.ShortCircuitOrNode;1220
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ExceptionObjectNode;14
24;ADD_OBJ;org.graalvm.compiler.nodes.IfNode;109115
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyNode;297
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.MaterializedObjectState;1892
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ObjectCloneNode;56
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NegateNode;722
24;ADD_OBJ;org.graalvm.compiler.nodes.PrefetchAllocateNode;2390
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorEnterNode;688
24;ADD_OBJ;org.graalvm.compiler.nodes.FrameState;127151
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.ReadRegisterNode;3321
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadIndexedNode;8120
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRStartNode;213
24;ADD_OBJ;org.graalvm.compiler.nodes.GuardNode;39670
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatDivNode;443
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.UnsafeMemoryLoadNode;6
24;ADD_OBJ;org.graalvm.compiler.nodes.java.InstanceOfNode;5470
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatEqualsNode;2075
24;ADD_OBJ;org.graalvm.compiler.nodes.ReturnNode;13296
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatLessThanNode;2923
24;ADD_OBJ;org.graalvm.compiler.nodes.java.UnsafeCompareAndSwapNode;4
24;ADD_OBJ;org.graalvm.compiler.nodes.java.TypeSwitchNode;3507
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerBelowNode;22384
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignExtendNode;2976
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ObjectEqualsNode;2447
