Tracker;Operaton;Occurrences
0;ADD_OBJ; 5720186
0;REMOVE_INDEXED; 213842
0;SET_INDEXED; 1236650
0;SORT; 5116
0;CLEAR; 130680
0;GROW; 746124
0;GET_INDEXED; 8653511
0;ADD_ALL; 24269
0;SIZE; 7476319
0;TO_ARRAY; 16416
0;CONTAINS; 23539
0;SUBLIST; 66945
0;CSTR_COLL; 6535
0;REMOVE_OBJ; 6
0;CSTR_CAP; 747107
0;ENSURE_CAP; 5748537
0;ITERATOR; 1649684
0;CSTR_STD; 562156
0;ADD_INDEXED; 4082
0;CREATE_LIST_ITR; 73243
0;INDEX_OF; 46121
0;EMPTY; 699089
0;REMOVE_ALL; 12235
Tracker;Type;Occurrences
0;org.graalvm.compiler.virtual.phases.ea.GraphEffectList; 1
0;org.graalvm.compiler.nodes.ReturnNode; 1
0;org.graalvm.compiler.replacements.GraphKit$1; 1
0;org.graalvm.compiler.lir.Variable; 1
0;jdk.vm.ci.meta.JavaTypeProfile$ProfiledType; 2
0;org.graalvm.compiler.core.match.MatchStatement; 1
0;jdk.vm.ci.code.site.ExceptionHandler; 1
0;org.graalvm.compiler.core.common.FieldsScanner$FieldInfo; 2
0;org.graalvm.compiler.nodes.memory.MemoryMapNode; 1
0;org.graalvm.compiler.graph.NodeClass$EdgeInfo; 1
0;jdk.vm.ci.meta.PrimitiveConstant; 1
0;org.graalvm.collections.list.SpecifiedArrayList$SubList; 1
0;org.graalvm.compiler.nodes.java.LoadFieldNode; 1
0;org.graalvm.compiler.nodes.LoopBeginNode; 1
0;org.graalvm.compiler.nodes.PiArrayNode$Placeholder; 1
0;org.graalvm.compiler.nodes.memory.ReadNode; 1
0;org.graalvm.compiler.nodes.FrameState; 1
0;org.graalvm.compiler.nodes.java.MonitorEnterNode; 1
0;jdk.vm.ci.code.StackSlot; 2
0;org.graalvm.collections.list.statistics.NoObject; 6
0;org.graalvm.compiler.replacements.classfile.ClassfileBytecode; 1
0;jdk.vm.ci.code.CallingConvention; 1
0;org.graalvm.compiler.nodes.calc.IntegerLessThanNode; 1
0;java.lang.Double; 3
0;org.graalvm.compiler.nodes.virtual.AllocatedObjectNode; 1
0;org.graalvm.compiler.nodes.PiNode; 1
0;org.graalvm.compiler.java.GraphBuilderPhase; 1
0;org.graalvm.compiler.nodes.ParameterNode; 3
0;org.graalvm.compiler.debug.TimerKeyImpl; 2
0;org.graalvm.compiler.lir.framemap.SimpleVirtualStackSlot; 2
0;org.graalvm.compiler.nodes.StartNode; 2
0;org.graalvm.compiler.nodes.memory.FloatingReadNode; 2
0;org.graalvm.word.LocationIdentity$AnyLocationIdentity; 1
0;org.graalvm.compiler.java.BciBlockMapping$BciBlock; 4
0;org.graalvm.compiler.lir.StandardOp$LabelOp; 1
0;org.graalvm.compiler.lir.amd64.AMD64Move$MoveFromConstOp; 1
0;org.graalvm.compiler.nodes.cfg.Block; 6
