Tracker;Operation on;Type;Occurrences
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRMonitorEnterNode;1
8;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;180
8;SET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;256
8;SET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;12
8;SET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;190
8;SET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;24
8;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;171
8;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;14726
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;168
8;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;109
8;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;84
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;23778
8;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;6963
8;GET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;86
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;156
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;53
8;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;156351
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;10537
8;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;36
8;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;1378
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;10
8;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;9144
8;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;21384
8;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;1862
8;GET_INDEXED;org.graalvm.compiler.nodes.StartNode;13078
8;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;63
8;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;6338
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;6426
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;59
8;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;668
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRMonitorEnterNode;1
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;179
8;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;157
8;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;116
9;ADD_OBJ;org.graalvm.collections.list.statistics.NoObject;375294
9;SET_INDEXED;org.graalvm.compiler.nodes.BeginNode;110669
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;11
9;SET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;38047
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLockNode;1
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;12170
9;SET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;40
9;SET_INDEXED;org.graalvm.compiler.nodes.IfNode;48697
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;4654
9;SET_INDEXED;org.graalvm.compiler.nodes.FrameState;108966
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;34380
9;SET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;10
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;1618
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;2000
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;1614
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;324
9;SET_INDEXED;org.graalvm.collections.list.statistics.NoObject;3092
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;568
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;27870
9;SET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;247
9;SET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;2612
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;47
9;SET_INDEXED;org.graalvm.compiler.nodes.PiNode;26580
9;SET_INDEXED;org.graalvm.compiler.nodes.MergeNode;22940
9;SET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;33594
9;SET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;14145
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;349
9;SET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;290
9;SET_INDEXED;org.graalvm.compiler.nodes.StartNode;15853
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;28
9;SET_INDEXED;org.graalvm.compiler.nodes.GuardNode;15701
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;9241
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;525
9;SET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;361
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;85
9;SET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;46606
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRMonitorEnterNode;1
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;379
9;SET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;735
9;SET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;28
9;SET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;426
9;SET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;24
9;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;1172
9;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;95643
9;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;22244
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;11580
9;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;28
9;GET_INDEXED;org.graalvm.compiler.nodes.IfNode;40745
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;1135
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;33558
9;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;92276
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;264
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;645
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;260
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;186
9;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;125389
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;407
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;18680
9;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;77
9;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;1784
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;37
9;GET_INDEXED;org.graalvm.compiler.nodes.PiNode;21075
9;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;14401
9;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;17582
9;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;12634
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;265
9;GET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;135
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;16
9;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;14277
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;6081
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;151
9;GET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;140
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;24
9;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;36148
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;199
9;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;570
9;GET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;16
9;GET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;236
9;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;13
9;GET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;1001
10;ADD_OBJ;jdk.vm.ci.hotspot.HotSpotResolvedJavaMethodImpl;13150
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl;98
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl$FlatTimer;98
14;ADD_OBJ;org.graalvm.compiler.code.DataSection$SerializableData;10
14;ADD_OBJ;org.graalvm.compiler.hotspot.HotSpotDataBuilder$1;218
15;ADD_OBJ;jdk.vm.ci.code.site.Call;9623
15;ADD_OBJ;jdk.vm.ci.code.site.Infopoint;5025
16;ADD_OBJ;org.graalvm.compiler.code.SourceMapping;55
17;ADD_OBJ;jdk.vm.ci.code.site.DataPatch;4605
18;ADD_OBJ;jdk.vm.ci.code.site.ExceptionHandler;8
19;ADD_OBJ;jdk.vm.ci.code.site.Mark;7170
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.LocationMarkerPhase;795
20;ADD_OBJ;org.graalvm.compiler.lir.constopt.ConstantLoadOptimization;795
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.MarkBasePointersPhase;795
20;ADD_OBJ;org.graalvm.compiler.lir.EdgeMoveOptimizer;795
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.lsra.LinearScanPhase;795
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.SaveCalleeSaveRegisters;795
20;ADD_OBJ;org.graalvm.compiler.lir.stackslotalloc.LSStackSlotAllocator;795
20;ADD_OBJ;org.graalvm.compiler.lir.RedundantMoveElimination;795
20;ADD_OBJ;org.graalvm.compiler.lir.amd64.phases.StackMoveOptimizationPhase;795
20;ADD_OBJ;org.graalvm.compiler.lir.ControlFlowOptimizer;795
20;ADD_OBJ;org.graalvm.compiler.lir.NullCheckOptimizer;795
21;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;931
21;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$BciBlock;2033
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;11476
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$BciBlock;129611
22;SET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$BciBlock;102
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;4
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$BciBlock;82315
23;ADD_OBJ;org.graalvm.compiler.nodes.cfg.HIRLoop;12406
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatEqualsNode;212
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NegateNode;72
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AndNode;7063
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.XorNode;1657
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.LeftShiftNode;15714
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatLessThanNode;233
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ObjectCloneNode;37
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ConditionalNode;675
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.PatchReturnAddressNode;7
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.VirtualObjectState;2787
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopBeginNode;5880
24;ADD_OBJ;org.graalvm.compiler.nodes.FrameState;120727
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.ReadNode;26695
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StoreHubNode;46
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaReadNode;304
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadHubNode;5741
24;ADD_OBJ;org.graalvm.compiler.nodes.PrefetchAllocateNode;3367
24;ADD_OBJ;org.graalvm.compiler.nodes.java.DynamicNewInstanceNode;15
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MethodCallTargetNode;4802
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NotNode;21
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SubNode;7746
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.AllocatedObjectNode;2406
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotCompressionNode;42413
24;ADD_OBJ;org.graalvm.compiler.nodes.PiNode;63467
24;ADD_OBJ;org.graalvm.compiler.nodes.ParameterNode;16246
24;ADD_OBJ;org.graalvm.compiler.nodes.DeoptimizeNode;20121
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignExtendNode;3045
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.AcquiredCASLockNode;562
24;ADD_OBJ;org.graalvm.compiler.core.amd64.AMD64AddressNode;28215
24;ADD_OBJ;org.graalvm.compiler.nodes.InvokeNode;16122
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreFieldNode;9131
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.JumpToExceptionHandlerInCallerNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopExitNode;18784
24;ADD_OBJ;org.graalvm.compiler.nodes.java.TypeSwitchNode;1357
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.UnboxNode;8
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRMonitorEnterNode;10
24;ADD_OBJ;org.graalvm.compiler.nodes.EndNode;109820
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode;426
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.CheckcastArrayCopyCallNode;2
24;ADD_OBJ;org.graalvm.compiler.hotspot.word.PointerCastNode;301
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;2348
24;ADD_OBJ;org.graalvm.compiler.nodes.UnwindNode;30
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopEndNode;6942
24;ADD_OBJ;org.graalvm.compiler.nodes.java.InstanceOfDynamicNode;309
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRStartNode;72
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewInstanceNode;761
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewArrayNode;2821
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedDivNode;259
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatDivNode;10
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.GetClassNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.KillingBeginNode;138
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatConvertNode;182
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorIdNode;2778
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadMethodNode;48
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.DeoptimizeCallerNode;50
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IsNullNode;49970
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ForeignCallNode;4820
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ArrayLengthNode;3642
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.RawStoreNode;4
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ClassGetHubNode;68
24;ADD_OBJ;org.graalvm.compiler.nodes.java.InstanceOfNode;3250
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ObjectEqualsNode;3740
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.FixedValueAnchorNode;1359
24;ADD_OBJ;org.graalvm.compiler.nodes.ConstantNode;92564
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.UnsignedRightShiftNode;6610
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ValueAnchorNode;1076
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ReflectionGetCallerClassNode;3
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.PointerEqualsNode;6765
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerTestNode;5818
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.JumpToExceptionHandlerNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NarrowNode;1835
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreIndexedNode;2172
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.NullCheckNode;692
24;ADD_OBJ;org.graalvm.compiler.nodes.ShortCircuitOrNode;1068
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedRemNode;212
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AddNode;38750
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64FloatConvertNode;74
24;ADD_OBJ;org.graalvm.compiler.nodes.ReturnNode;12950
24;ADD_OBJ;org.graalvm.compiler.nodes.java.RegisterFinalizerNode;27
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.CommitAllocationNode;2321
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyCallNode;1502
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyWithSlowPathNode;26
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.RawLoadNode;29
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerBelowNode;19889
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.BeginLockScopeNode;565
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.EndLockScopeNode;1244
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadFieldNode;32962
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode$Placeholder;16
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubStartNode;60
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorEnterNode;826
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyNode;912
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.IdentityHashCodeNode;58
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerLessThanNode;28630
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRLocalNode;323
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadIndexedNode;6742
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.MaterializedObjectState;1089
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotDirectCallTargetNode;10788
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StateSplitProxyNode;666
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64StringIndexOfNode;68
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.ArrayEqualsNode;1028
24;ADD_OBJ;org.graalvm.compiler.nodes.StartNode;7275
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.FloatingReadNode;79719
24;ADD_OBJ;org.graalvm.compiler.nodes.SafepointNode;1123
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentLockNode;622
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.FastAcquireBiasedLockNode;562
24;ADD_OBJ;org.graalvm.compiler.nodes.java.DynamicNewArrayNode;31
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.MulNode;281
24;ADD_OBJ;org.graalvm.compiler.nodes.java.UnsafeCompareAndSwapNode;4
24;ADD_OBJ;org.graalvm.compiler.nodes.BeginNode;195370
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.KlassLayoutHelperNode;27
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentJavaThreadNode;62
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRLockNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ZeroExtendNode;18379
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.WriteNode;40118
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.OrNode;3882
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.RightShiftNode;497
24;ADD_OBJ;org.graalvm.compiler.nodes.IfNode;101765
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorExitNode;2425
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.MemoryAnchorNode;2011
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;1124
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.SerialWriteBarrier;993
24;ADD_OBJ;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;5804
24;ADD_OBJ;org.graalvm.compiler.nodes.MergeNode;36056
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaWriteNode;384
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubForeignCallNode;64
